Number	Source	Context	Possessor_animacy	Possessor_length 	Possessum_length 	Final_sibilancy 	Prototypicality	Genitive_type 	Register 
468	BLOG	"looking foolish every time out down the stretch. Where he lies in the team 's future is all but a foregone conclusion, if not for his considerable lack of"	Y	2	1	N	N	s_gen 	OT
469	BLOG	seems logical that if you're going to shout to the world that someone else 's food products are highly contaminated with something -- and that the producer of that food	Y	2	2	Y	N	s_gen 	OT
470	BLOG	the peoples. But this is not a good model for providing access to one 's genius content. # ADDITIONAL UPDATE: # It took slightly over two hours to	Y	1	2	N	N	s_gen 	OT
471	BLOG	"Thanks to Neven, here is a link to regularly updated videos at Chris Reynold 's Dosbat blog: # I will have to confirm, but I think this is"	Y	2	2	N	N	s_gen 	OT
472	BLOG	"agent, as well as the endless FOX and CNN cavalcade reports on terminal TV 's during layovers. If you were in the middle of it, you would think"	N	2	2	N	N	s_gen 	OT
473	BLOG	slaughter or wounding of civilians but that is NO consideration in the eyes of Israel 's present forces. # Charrett contends that Hamas actually was not responsible for the rockets	N	1	2	N	N	s_gen 	OT
474	BLOG	"why, Amazon's self-publishing model has somewhere between zero and negligible effect on Charlie 's income. Publishing isn't a zero sum game. And while he may be"	Y	1	1	N	Y	s_gen 	OT
475	BLOG	"for Scotland if we have control of our own affairs. # Interestingly, Margo 's central theme was' Speak to those who disagree. Put yourselves in their place"	Y	1	2	N	N	s_gen 	OT
476	BLOG	"'re up for it, can you touch on the requirements of posting another source 's content on your own site, in terms of recognizing them? # Also,"	N	2	1	Y	N	s_gen 	OT
477	BLOG	"total number of write-in votes was 29,121. # Fairfax County, where the cat 's campaign is located, cast a total of 1,989 write-in votes, while about 22,000"	Y	2	1	N	N	s_gen 	OT
478	BLOG	"to liberality but are the most intolerant people I know. They give money--other people 's money, that is--but very little to none of their own. Margie 1.9.11"	Y	2	1	N	Y	s_gen 	OT
479	BLOG	.) # Yeshua revealed the truth plainly: humans who remain separated from God 's living and written Word are cut off from their Life Source and authoritative Head.	N	1	1	N	N	s_gen 	OT
480	BLOG	"3258701 # Here's the full text of Mayor Bloomberg 's Hurricane Sandy storm update this evening, delivered at the downtown Brooklyn outpost of the"	Y	2	3	N	N	s_gen 	OT
481	BLOG	"# As always, there are folks who wish to make a profit from people 's misery. John Jenkins is permanently outside the doors of PATH signing up the newly"	Y	1	1	N	N	s_gen 	OT
482	BLOG	"portion that is in forex is hedged. # Two, about 60% of Apple 's foreign profits have had US corporate taxes accounted for, as Apple has stated that"	N	1	2	N	N	s_gen 	OT
483	BLOG	not be charmed by the remarkable execution of a deep obsession. # Inside Young 's train barn. # Young's model trains. # Two old trains sit behind	Y	1	2	N	N	s_gen 	OT
484	BLOG	year. Also anything else that seems cool for lighting like gadgets or someone else 's fixtures that seem pretty cool. Re: What do you want to know	Y	2	1	Y	N	s_gen 	OT
485	BLOG	came from Dan Rather's throbbing memo... # Romney released a statement echoing Rubio 's statement that Obama's decision makes a resolution harder to get to. There's	Y	1	1	N	N	s_gen 	OT
486	BLOG	"element. (PBOT showed plastic "" candlestick "" bollards in their materials at today 's meeting, but SAC members objected to them on aesthetic grounds. It's not"	N	1	1	N	N	s_gen 	OT
487	BLOG	in the West Hills house. Just one more reminder of how suppressed her children 's joy had been. Julia much preferred this homemade Christmas tree. # The tiny	Y	2	1	N	N	s_gen 	OT
488	BLOG	become petty strong lately. # The vice president asked a man at his son 's funeral about the size of his son's testicles. # The president referred to	Y	2	1	N	N	s_gen 	OT
489	BLOG	"on our embassy in Benghazi: # Sen. John McCain (R-Ariz.) called Petraeus 's testimony "" comprehensive, I think it was important, it added to our ability"	Y	1	2	N	N	s_gen 	OT
490	BLOG	""" # The crowd went absolutely bonkers. Waving American flags flew out of people 's hands. My mind ping-ponged between wanting to write everything down, getting my recorder"	Y	1	1	N	Y	s_gen 	OT
491	BLOG	house on a street affects the value of an entire block. The mortgage holder 's asset turned into a liability and then disappeared entirely as cities moved in to tear	Y	3	1	N	Y	s_gen 	OT
492	BLOG	"tell us about why she's here, because I wasn't sent anyone else 's files but hers. I'm holding the file open in my lap right now"	Y	2	1	Y	N	s_gen 	OT
493	BLOG	"me. with that said, heres one of the few pictures from last weekend 's vegas shenanigans where i made an appearance on film on the left there is"	N	2	2	N	N	s_gen 	OT
494	NEWS	"New York Times , which broke a story about the accusations of two women against  him , as '' third-rate , sick , bad"	Y	2	2	N	N	0f_gen	LT
495	ACAD	"Jan. 8 , 2002 . '' No Child Left Behind Act of 2001   ''.  Washington , DC : U.S. Department of Education ."	N	1	5	N	N	0f_gen	LT
496	ACAD	"loan default behavior nearly exclusively to the actions of students).   # Also , first-order measurements are not only"	Y	1	2	Y	N	0f_gen	LT
497	NEWS	"and when I travel around and see the intensive daily activities of expanding  Jewish settlements  , I feel it is too late , and"	N	3	4	Y	N	0f_gen	LT
498	ACAD	"human nature and indeed all of creation . In the adage of Athanasius , '' God became man , so that man could become"	Y	1	2	Y	N	0f_gen	LT
499	BLOG	and by the imagination ; it therefore vanishes with the advent of  real mastery over  them . '' (Marx) # Animals have	N	2	2	N	N	0f_gen	OT
500	NEWS	"seen the effects of war on people as a Goodwill Ambassador of U.N. Women, whose goal is to support women 's human"	N	1	3	N	N	0f_gen	LT
501	WEB	"eight years , was nearing a milestone : the 50th anniversary of its premiere. Not many TV shows last a half a century"	N	2	3	N	N	0f_gen	OT
502	ACAD	that characterize the U.S. economy reduces the appeal of nominal GNP targeting  . '' # It is important to recognize that	N	3	2	N	N	0f_gen	LT
503	ACAD	there are problems that may be encountered in the application of  border measures to enforce domestic environmental laws and	N	2	2	Y	N	0f_gen	LT
504	BLOG	"look elsewhere . The past three decades have seen   the   ascendancy of  free market   fundamentalism  , the idea that a '' free market ''"	N	3	2	N	N	0f_gen	OT
505	BLOG	"uncomfortable , but it is vital to talk about   all   aspects of compensation   .   The  perception of fairness largely determines"	N	1	2	N	N	0f_gen	OT
506	ACAD	"UNDER STRESS (1986) . A recent ,   balanced   assessment of the   problems   raised  by the trade remedy system can be found in"	N	2	2	Y	N	0f_gen	LT
507	ACAD	"acting medication) which would interfere with   the   assessment of the   device   ,  and/or had a history of symptoms compatible with a"	N	2	2	Y	N	0f_gen	LT
508	ACAD	"in Iraq , a war of necessity , marked   the   beginning	of	the   American   era  in the Middle East and the second Iraq war"	N	3	2	N	Y	0f_gen	LT
509	ACAD	"Table 1 on page 25) . Indeed ,   the   beginning	of	the   modern   era  of wind power bore few similarities to earlier"	N	3	2	N	Y	0f_gen	LT
510	ACAD	"Sanctions applied by only a few states to influence   the   behavior	of	many   states   are  unlikely to be successful . Sanctions applied by"	N	2	2	Y	N	0f_gen	LT
511	ACAD	". Sanctions applied by many states to influence   the   behavior	of	a   few   states  are much more likely to succeed . # Such"	N	3	2	Y	N	0f_gen	LT
512	WEB	"to cut one or the other entirely , without   the   benefit	of	judge   and   jury  etc . # This post made me realise it"	N	4	2	N	N	0f_gen	OT
513	BLOG	"a high propensity of spending would also not enjoy   the   benefits	of	tax   cuts   ,  since they have lost their income . This important"	Y	2	2	Y	N	0f_gen	OT
514	NEWS	"tender than another night . The sauce , an   intriguing   blend	of	sherry   ,   orange  and chocolate , was highly acidic one night ,"	N	4	3	N	N	0f_gen	LT
515	ACAD	"colleges in multicollege districts , did not report to   a   board	of	trustees   .   Provosts  and executive deans are included in the"	Y	1	2	Y	N	0f_gen	LT
516	ACAD	"in turn , forwarded the plans to the Space   Science   Board	of	the   National   Research  Council for independent evaluation ."	N	7	4	N	N	0f_gen	LT
517	ACAD	"the prospects of MIS success . Virtually all of   the   bodies	of	literature   mentioned   heretofore  reflect such a belief . For"	N	1	2	N	N	0f_gen	LT
518	WEB	"239401 10 Signs to   the   Bottom	of	Real   Estate   Markets   # By Mike Colpitts # The bottom of each"	N	3	2	Y	N	0f_gen	OT
519	ACAD	"beginning in 1940 , again because of changes at   the   boundaries	of	the   middle   ground  -- between the medical system and the family ."	N	3	2	N	Y	0f_gen	LT
520	WEB	"justified one than me , but trying to stretch   the   bounds	of	reality   to   make  this leap is beyond ludicrous and entirely"	N	1	2	N	N	0f_gen	OT
521	ACAD	"oligopolistic practices and undermining   the   capacity	of	national   competition   authorities  to protect consumers and a"	N	3	2	Y	N	0f_gen	LT
522	ACAD	"This claim about the will is not incompatible with   the   capacity	of	literary   texts   to  state the truth or to represent the good ."	N	2	2	Y	N	0f_gen	LT
523	ACAD	"for 1989-2001 data) . The   hypothesized   cause	of	this   Peromyscus   population  explosion was atrophic cascade ,"	N	4	3	N	N	0f_gen	LT
524	BLOG	"at our national convention , on sudden death and   the   causes	of	sudden   death   in  collegiate athletes . This is n't new , but"	N	2	2	N	N	0f_gen	OT
525	ACAD	". '' # And it was Theodore von Karman   ,   chairman	of	the   Army   Air  Force 's Scientific Advisory Group (later known as"	N	7	1	N	N	0f_gen	LT
526	ACAD	"significant interaction was revealed across   any   combination	of	the   variables   under  study . # In testing the key research"	N	4	2	Y	N	0f_gen	LT
527	ACAD	"insufficient attention to considering   the   combination	of	factors   that   make  one place unique from another . They reasoned"	N	1	2	Y	N	0f_gen	LT
528	NEWS	"Corp . FDIC Chairman Donald E. Powell and   Utah   Commissioner	of	Financial   Institutions   Ed  Leary agree . # But Greenspan said ,"	N	5	2	Y	N	0f_gen	LT
529	BLOG	"lot of rookies , but there was also a   good   complement	of	veteran   leaders   .  Indeed , the first-place votes were split"	Y	2	3	Y	N	0f_gen	OT
530	NEWS	"The long-awaited pages of fine print recognized   the   completion	of	a   public   policy  ideal for Carter . '' I often have said"	N	3	2	Y	N	0f_gen	LT
531	NEWS	". The division was established as a   nonregulatory   component	of	the   state   Department  of Natural Resources to work with"	N	6	3	N	Y	0f_gen	LT
532	ACAD	"on Response to Intervention . (2010) .   Essential   components	of	RTI   :   A  closer look at response to intervention . Retrieved from"	N	1	2	N	Y	0f_gen	LT
533	ACAD	"of gold speculation , economists have not earned   the   confidence	of	bankers   .   As  it was put by Paul Samuelson (1982 1986"	Y	1	2	Y	N	0f_gen	LT
534	NEWS	"her inner circle . For at 10:15 a.m. ,   the   contents	of	her   maisonette   --  some of it very good , much of it"	N	2	2	N	N	0f_gen	LT
535	NEWS	"sketches festivals , ceremonies and history , all in   the   context	of	food   .     # Perhaps the task required a newcomer to capture the"	N	1	2	N	N	0f_gen	LT
536	NEWS	", QB - The two-year starter works behind a   solid   corps	of	linemen   .   Jeff  Byers , Loveland , Sr. , C-DT - At"	Y	1	3	N	N	0f_gen	LT
537	WEB	"the Pro 's NBA Style . For those that   keep   count	of	these   things   ,  from now until Thanksgiving , when the league has"	N	2	1	Y	N	0f_gen	OT
538	ACAD	"red robes and white linen coifs . This was   a   court	of	criminal   jurisdiction   and  chained prisoners can be seen here"	N	2	2	N	N	0f_gen	LT
539	NEWS	"Kidman undergoing dramatic   transformations   courtesy	of	the   makeup   team  . # '' When I first saw Nicole ,"	N	3	3	N	N	0f_gen	LT
540	BLOG	"is denied proper burial by her family in the   botched   crossing	of	the   proverbial   River  Styx . Darl acts as a sort of Cassandra"	N	4	3	Y	N	0f_gen	OT
541	WEB	"fat . Omega-3 fats , which are fast becoming   the   darling	of	the   supplement   industry  , are an important type of"	N	3	2	N	N	0f_gen	OT
542	NEWS	"# Juan Perry Chesapeake man charged in   shooting   death	of	friend   granted   bond   # Family and friends of Jaonta '' JaaySkiii"	Y	1	2	N	N	0f_gen	LT
543	WEB	"election result for his organization on Tuesday was   the   defeat	of	Republican   Rep.   Brenda  Landwehr by Democrat Nile Dillmore ,"	N	2	2	N	N	0f_gen	OT
544	ACAD	"any '' higher law . '' # Aquinas 's   famous   definition	of	law   --   ''  Law is a certain ordination of reason for the"	N	1	3	N	N	0f_gen	LT
545	ACAD	"variables for each school were conducted to examine   the   degree	of	change   among   the  variables and are reported in Table 3 ."	N	1	2	N	N	0f_gen	LT
546	NEWS	"style reports the humanity of his subjects and   the   depth	of	their   poverty   with  equal clarity . In no terms do these people"	N	2	2	N	N	0f_gen	LT
547	ACAD	"in organizations . A PROPOSED MIS LAW # In   the   development	of	laws   and   theories  , the scientist seeks fundamental"	N	3	2	Y	N	0f_gen	LT
548	ACAD	"and faculty can make a major contribution to   the   development	of	skills   and   a  commitment to the public weal . # A corollary"	N	1	2	Y	N	0f_gen	LT
549	WEB	"-- the party of the socialist revolution and of   the   dictatorship	of	the   proletariat   .  In this book Lenin ideologically demolished ''"	N	2	2	N	N	0f_gen	OT
550	NEWS	"near Alcala . The U.N . Charter is signed   by   diplomats	of	50   nations   .   # June 27 , 1945 # Soldiers of the"	N	2	1	Y	N	0f_gen	LT
551	ACAD	"guns to testify before Congress . Richard G. Darman   ,   director	of	the   Office   of  Management and Budget , delivered the opening"	N	4	1	Y	N	0f_gen	LT
552	NEWS	"how Randall Road looks , '' said Cindy Skrukrud   ,   director	of	the   McHenry   County  Defenders , an environmental watchdog group"	N	4	1	Y	N	0f_gen	LT
553	ACAD	"of mass society . Its freedom is maintained by   the   division	of	political   power   and  the maintenance of a heterogeneous social"	N	2	2	N	N	0f_gen	LT
554	BLOG	"little update for you . I spoke with Rabbi   Zvi   Drizin	of	The   Intown   Chabad  about this project and what it means for Uptown"	N	3	3	N	N	0f_gen	OT
555	WEB	". # The proposed secession was authored by a   Michael   E.	of	New   Orleans   who  quoted sections of the Declaration of"	N	2	3	Y	N	0f_gen	OT
556	ACAD	"Tennessee and Pennsylvania later found the same. 10   The   effect	of	these   cases   was  to normalize and even expand this"	N	2	2	Y	N	0f_gen	LT
557	ACAD	"by hurricanes in recent years . The   ecosystem-level   effects	of	this   recent   spate  of hurricanes are evident in the severe"	N	6	3	Y	N	0f_gen	LT
558	ACAD	"higher cost , than is necessary . Conversely ,   when   efficiency	of	the   new   system  is worse than perceived , management 's"	N	3	1	N	N	0f_gen	LT
559	WEB	"lot of hassle out of walking everywhere and at   the   end	of	the   day   you  are still left with plenty of energy for the"	N	2	2	N	N	0f_gen	OT
560	ACAD	"United States , including changes in leisure time by   the   end	of	the   century   suggesting  a '' crisis in social evolution in the"	N	2	2	N	N	0f_gen	LT
561	NEWS	"got out and we found out it was just   the   end	of	my   seatbelt   .  I had closed my door on it and it"	N	2	2	N	N	0f_gen	LT
562	ACAD	"(writing in the 1950s) would label ''   the   enemies	of	the   permanent   things  '' # One hears these echoes in the rhetoric"	N	3	2	Y	N	0f_gen	LT
563	NEWS	"said it 's unfair for the state to charge   the   estates	of	those   already   receiving  long-term care . # '' It would be only"	N	5	2	N	N	0f_gen	LT
564	ACAD	"are translated into the food we eat . A   few   examples	of	the   increasing   links  between imported raw fruits and"	Y	3	3	N	N	0f_gen	LT
565	BLOG	", has a frequency percentage of 3.9% among the   2538   examples	of	male   names   of  the period surveyed by Tal Ilan. xxii Is 3.9%"	N	2	3	Y	N	0f_gen	OT
566	NEWS	"drain # The government hopes the program will stem   the   exodus	of	talented   Jamaicans   .  Michael Ledgister , 22 and unemployed , was"	Y	2	2	Y	N	0f_gen	LT
567	ACAD	"revolutionary project is by no means an   overheated   expression	of	idealism   nor   an  inordinate and unbalanced love of concrete"	N	1	3	N	N	0f_gen	LT
568	ACAD	"are accompanied by the Money opens doors .   visual   expression	of	the   power   Money  is a key . of the cleaning lady ."	N	3	2	N	N	0f_gen	LT
569	ACAD	"reality is what actually happens in classrooms . In   the   eyes	of	practitioners   ,   university-based  teacher educators , the"	Y	1	2	Y	Y	0f_gen	LT
570	BLOG	"them any less good or worthy or equal in   the   eyes	of	God   .     # Comment by Kevin on 8/24/12 at 8:44 am #"	N	1	2	N	Y	0f_gen	OT
571	NEWS	"high school All-City Stadium and is exploring   the   feasibility	of	advertising   on   school  buses . Other areas that could be"	N	4	2	N	N	0f_gen	LT
572	WEB:	"when the Game of Life was developed . The   fascinating   feature	of	the   game   is  that a small set of such simple rules can"	N	2	3	N	N	0f_gen	OT
573	NEWS	"Though the fighting ended a mere week ago ,   two   features	of	the   new   landscape  are already clear : With Iraq cut down to"	N	3	2	N	N	0f_gen	LT
574	ACAD	"of Eastern European immigrants were   vertiginous   flights	of	horrified   fancy   .  He was not '' a Polish Jew fresh from"	N	2	2	Y	N	0f_gen	LT
575	NEWS	"affect things like garbage pickup or , worse ,   the   flow	of	first   responders   or  people driving to hospitals . # In 2018"	N	2	2	Y	N	0f_gen	LT
576	BLOG	"from point A to point B -- is the   life   force	of	our   economy   .  Yet many of our transportation systems are"	N	2	3	N	N	0f_gen	OT
577	ACAD	"of kindling and shattered dreams . More than any   other   force	of	nature   ,   we  have little defense against the wind . The wind"	N	1	3	N	N	0f_gen	LT
578	ACAD	"or sexism falls early across our young lives --   the   force	of	evil   striking   at  our very souls when we are most vulnerable ."	N	1	3	N	N	0f_gen	LT
579	ACAD	"beginning of wisdom . By all means attend to   the   forecasts	of	experts   ,   as  one must in order to live ; but expert"	Y	1	2	Y	N	0f_gen	LT
580	BLOG	"description of a class of end-time people who have   a   form	of	godliness   but   lack  its power (2 Tim . 3:1-5) ."	N	1	2	Y	N	0f_gen	OT
581	ACAD	"1976 and fluctuated thereafter . # Music is a   popular   form	of	leisure   activity   among  college students . The frequency of"	N	2	3	N	N	0f_gen	LT
582	ACAD	"limited . Courts create a valuable social product in   the   form	of	opinions   ,   but  industrial progress depends on a different kind"	N	1	2	Y	N	0f_gen	LT
583	ACAD	"from corporate headquarters or ultimate markets . #   New   forms	of	specialization   have   resulted  in the development of strategic"	N	1	2	N	N	0f_gen	LT
584	ACAD	"with nature . For me , memories of the   overpowering   fragrance	of	lilacs   in   summer  , the last lingering light of sunset , the"	N	1	3	Y	N	0f_gen	LT
585	ACAD	"figure of 1,220 community colleges (Commission on   the   Future	of	the   Community   College  , 1988) . # Second , definitions of"	N	3	2	N	N	0f_gen	LT
586	NEWS	"U.S. Justice Department 's National Commission on   the   Future	of	DNA   Evidence   to  address the basic issue of keeping DNA samples"	N	2	2	Y	N	0f_gen	LT
587	ACAD	"somehow create an extra-human or utopian world .   The   givenness	of	reality   must   be  accepted and even cherished , and therefore ''"	N	1	2	N	N	0f_gen	LT
588	BLOG	"!) ; now let 's donate some for   the   good	of	our   city   !   # New York Blood C enter (NYBC)"	N	2	2	N	N	0f_gen	OT
589	ACAD	"and academic support at a faster rate than   the   growth	of	regional   mean   income  . Table 1 # First-Order Measures Used in"	N	3	2	N	N	0f_gen	LT
590	ACAD	"it already does . In the United States ,   the   growth	of	the   biofuel   industry  has triggered increases not only in the"	N	3	2	N	N	0f_gen	LT
591	BLOG	". There is a revolution coming gentlemen , we   the   harbingers	of	the   oriental   culture  have suffered as much persecution at the"	N	3	2	N	N	0f_gen	OT
592	BLOG	"some themes remain underdeveloped . At one point   the   head	of	the   household   's  first wife has two little girls circumcised ,"	Y	4	2	N	Y	0f_gen	OT
593	WEB	"heating in making this comparison . This shows that   the   heating	of	the   iris   is  certainly below the thermal damage threshold when"	N	2	2	Y	N	0f_gen	OT
594	ACAD	"own and the money they do not own with   the   help	of	bank   loans   or  mortgages . The video clip introduces a two-fold"	N	2	2	Y	N	0f_gen	LT
595	NEWS	"teams coach , was in the living room of   the   home	of	the   Central   Catholic  High School head coach , as enthusiastic as"	N	7	2	N	N	0f_gen	LT
596	ACAD	", recreation , entertainment , re- sorts , and   a   host	of	other   outdoor   activities  create most of the challenge because"	N	3	2	Y	N	0f_gen	LT
597	ACAD	"as a '' way of life . '' 2   The   idea	of	empire   itself   is  completely naturalized (thus the way of life)"	N	2	2	N	N	0f_gen	LT
598	ACAD	", compared with long-term averages . # The   combined   impacts	of	the   three   storms  greatly increased light attenuation in summer"	N	3	3	Y	N	0f_gen	LT
599	ACAD	"More than any other causal factor , it was   the   implosion	of	the   ideological   lie  that led to the seemingly inexplicable"	N	3	2	N	N	0f_gen	LT
600	ACAD	", '' as Jameson puts it , '' is   the   incapacity	of	our   minds   .  . . to map the great global multinational and"	N	2	2	Y	N	0f_gen	LT
601	NEWS	"who defends people charged with driving under   the   influence	of	marijuana   .   #  It 's not that simple . Driving while impaired"	N	1	2	N	N	0f_gen	LT
602	ACAD	"reflective period . In either case , the   verbal   interaction	of	the   teacher   was  non-confrontational , limited , unemotional ,"	Y	2	3	N	N	0f_gen	LT
603	WEB	"understand why Ann , herself , could not address   the   issue	of	abortion   ,   since  it 's clearly a woman 's issue . It"	N	1	2	N	N	0f_gen	OT
604	BLOG	"now runs his own film production studio , known   as   Land	of	Point   ,   as  well as indulging his musical side as part of"	N	1	1	N	N	0f_gen	OT
605	ACAD	"so peculiar a note and emphasis that , at   each   lapse	of	an   hour   ,  the musicians of the orchestra were constrained to"	N	2	2	N	N	0f_gen	LT
606	NEWS	"them or even how to try . That 's   the   legacy	of	today   's   grown-ups  , leaving it to our children to rush into"	N	2	2	Y	N	0f_gen	LT
607	WEB	"expanded the number of early voting sites , limited   the   length	of	constitutional   amendments   and  given local election"	N	2	2	Y	N	0f_gen	OT
608	NEWS	"it a '' bogus argument '' to say any   legal   level	of	THC   in   a  driver is safe . # But several factors can"	N	1	3	Y	N	0f_gen	LT
609	ACAD	"as nurses , but also may place at risk   the   level	of	care   that   patients  receive . # Acknowledgement : This research"	N	1	2	Y	N	0f_gen	LT
610	ACAD	"into streams from pump stations and treatment plants   .   Location	of	CAFOs   ,   including  waste lagoons and spray fields , on river"	N	1	1	Y	N	0f_gen	LT
611	ACAD	"your God . '' 20 Love of human beings   without   love	of	God   is   a  conclusion without a premise ; love of God without"	N	1	1	N	N	0f_gen	LT
612	NEWS	"discovery would mean eviction . John Coleman ,   project   manager	of	the   Willowbrook   Apartments  , said he recently evicted tenants"	N	3	2	Y	N	0f_gen	LT
613	ACAD	"palace ? , '' the man wondered . Then   the   master	of	the   palace   appeared  and said , '' I am the Master of"	N	2	2	Y	N	0f_gen	LT
614	ACAD	". It also gave colonial-imperial subjects a   positive   means	of	understanding   their   own  place in the system . If any indigenous"	N	7	3	N	N	0f_gen	LT
615	ACAD	". Reflective self-analysis can be a very   productive   means	of	professional   development   .  One of the easiest and most"	N	2	4	N	N	0f_gen	LT
616	NEWS	"Loren-Maltese . But cooler heads prevailed . As one   sage   member	of	the   committee   said  , '' Let their magnificent meanness stand the"	N	2	3	N	Y	0f_gen	LT
617	BLOG	"the period in question , some doctors and other   staff   members	of	teams   were   passive  supporters of the doping culture in the sport"	N	1	3	Y	Y	0f_gen	OT
618	WEB	"departments define graduate education at Cornell   .   Members	of	the   Department   of  the History of Art may also serve in other"	N	7	2	N	Y	0f_gen	OT
619	ACAD	"interpret the data . # Theory-Free Forecasting #   The   method	of	theory-free   forecasting   --  leading indicators or Box-Jenkins"	N	2	2	N	N	0f_gen	LT
620	ACAD	"and technology It has various members including   the   Ministry	of	the   Environment   ,  the Scientific Agency of Colombia , public and"	N	2	2	N	N	0f_gen	LT
621	ACAD	"the other hand , acts as a spur to   the   mobilization	of	idle   financial   resources  and to their efficient utilization in"	N	3	2	Y	N	0f_gen	LT
622	ACAD	". # Perhaps the most critical and   underresearched   mode	of	aspen   persistence   may  be through unusual episodes of"	N	2	1	Y	N	0f_gen	LT
623	BLOG	"play the game ? Controller or steering wheel ?   What   mode	of	steering   and   assists  ? It 's ok to admit you 're a"	N	3	1	N	N	0f_gen	OT
624	BLOG	"world from somewhere else . # Transportation --   the   movement	of	people   and   goods  from point A to point B -- is the"	N	3	2	Y	N	0f_gen	OT
625	ACAD	"be the world 's first fully transnational state --   a   nation	of	world   citizens   .   # Others shared Bourne 's ideal of a truly"	Y	2	1	Y	N	0f_gen	LT
626	NEWS	"second intifada as head of the Tanzim , an   armed   offshoot	of	Fatah   .   Recommended  next steps Mr. Dahlan , former head of"	N	1	3	N	N	0f_gen	LT
627	BLOG	"he also questions the value of seeking prestige -   the   opinions	of	people   you   do  n't even know . # - are you doing"	Y	1	2	N	N	0f_gen	OT
628	NEWS	"remain politically fraught , with supporters   and   opponents	of	marijuana   legalization   hinging  support on the issue . # Huestis"	N	2	3	N	N	0f_gen	LT
629	ACAD	"(RTI) instructional models to improve the   academic   outcomes	of	their   students   .  A recent national survey conducted by the"	Y	2	3	Y	N	0f_gen	LT
630	BLOG	"There will only be more disproportional rewards for   the   owner	of	the   broken   system  : the self acknowledged too big to fail"	N	3	2	N	N	0f_gen	OT
631	BLOG	"one or few alternatives . # Affordability analysis   as   part	of	decision   making   may  be the biggest edge of the decade for both"	N	2	1	N	Y	0f_gen	OT
632	ACAD	"feedback about successes is important to building CQI   as   part	of	daily   activity   .  It is also sometimes difficult to keep track of"	N	2	1	N	Y	0f_gen	LT
633	WEB	"the job that allowed me to meet my husband   as   part	of	the   job   !   # -If I had n't volunteered to help in"	N	2	1	N	Y	0f_gen	OT
634	ACAD	"term , Fletcher considers Poe 's use of soraismus   as   part	of	his   ''   third  vocabulary , '' which depends on allusions and"	N	3	1	N	Y	0f_gen	LT
635	NEWS	", giving the company about $150 billion in total   as   part	of	a   rescue   package  to help the company remain in business amid the"	N	3	1	N	Y	0f_gen	LT
636	ACAD	"activities are completed , the records are surrendered (  as   part	of	the   code   of  ethics) either to the local coordinator or to"	N	4	1	N	Y	0f_gen	LT
637	ACAD	"hire all prospective workers , including older ones .   As   part	of	a   greater   rationalization  of western European labor markets ,"	N	3	1	N	Y	0f_gen	LT
638	ACAD	"Salmonella 's ability to infect swine . '' #   As   part	of	her   studies   on  the effects of farm practices on the immune"	N	2	1	Y	Y	0f_gen	LT
639	WEB	"# I have tweeted this on BackupRibbon , which   is   part	of	the   Backup   Ribbon  Project (http : **35;5434;TOOLONG) that"	N	4	1	N	Y	0f_gen	OT
640	BLOG	", at least give up enough so their no   longer   part	of	the   evil   1%   # The President is acting more like a stand"	N	3	1	N	Y	0f_gen	OT
641	ACAD	"pollution , famine , malnutrition , and ill health   in   parts	of	the   tropical   world  -- is illustrative . Large areas of"	N	3	1	N	Y	0f_gen	LT
642	ACAD	"agricultural crops , raw material from the forest ,   major   parts	of	household   waste   ,  and demolition wood . Several factors make it"	N	2	1	N	Y	0f_gen	LT
643	BLOG	"in the field . His persuasion was felt in   the   passage	of	the   Clean   Air  Act in 1970 and in the establishment of the"	N	4	2	N	N	0f_gen	OT
644	WEB	"by Lenin , of setting the working-class movement on   the   path	of	political   struggle   against  tsarism and capitalism and arming"	N	2	2	N	N	0f_gen	OT
645	WEB	"and the martial arts school owner / teacher ,   the   path	of	least   resistance   is  the path to follow in any form of combat"	N	2	2	Y	N	0f_gen	OT
646	ACAD	"of leisure activities . The present study describes   the   pattern	of	undergraduates   '   leisure  activities at a large urban"	N	3	2	N	N	0f_gen	LT
647	NEWS	"too much going on , what with the somewhat   gummy   patty	of	beans   and   rice  topped with soy-drenched stir-fried vegetables"	N	3	3	Y	N	0f_gen	LT
648	BLOG	"a good life , the ability to cope ,   and   peace	of	mind   .   My  prayers are simple : first , they express my"	N	1	1	N	N	0f_gen	OT
649	BLOG	"about it quite early in time) , nothing   that   people	of	those   times   would  not have known , and a lot of plainly"	N	2	1	Y	N	0f_gen	OT
650	BLOG	"the Presiding Bishop of the church and Elder L.   Tom   Perry	of	the   Q12   .  At the begining of his training Elder Perry mentined"	N	2	4	N	N	0f_gen	OT
651	BLOG	"on mid-tour leave and I was showing some family   members   pictures	of	my   deployment   ,  '' said the veteran , 24 , who served"	N	2	4	N	N	0f_gen	OT
652	NEWS	"35 years , he said he long has held   a   position	of	public   advocacy   and  community service . He lives in the Third"	N	5	2	Y	N	0f_gen	LT
653	ACAD	"on trade and the environment , and it weakens   the   position	of	protectionists   that   seek  to conceal their demands for trade"	Y	1	2	Y	N	0f_gen	LT
654	ACAD	". Another important mode of transference is   the   practice	of	feeding   pigs   scraps  of garbage and dead birds. 59 # Modern"	N	8	2	N	N	0f_gen	LT
